id	label
421	0
422	1
423	1
424	1
425	1
426	1
427	1
428	1
429	1
430	1
431	1
432	0
433	0
434	1
435	1
436	1
437	1
438	1
439	1
440	0
441	0
442	1
443	0
444	0
445	1
446	1
447	1
448	1
449	1
450	1
451	1
452	0
453	1
454	0
455	0
456	0
457	0
458	0
459	0
460	0
461	0
462	1
463	1
464	1
465	1
466	1
467	1
468	1
469	1
470	0
471	0
472	1
473	1
474	1
475	0
476	0
477	0
478	0
479	1
480	0
481	1
482	0
483	1
484	1
485	1
486	1
487	0
488	0
489	1
490	1
491	1
492	0
493	0
494	1
495	0
496	0
497	0
498	0
499	0
500	0
501	0
502	0
503	0
504	0
505	0
506	0
507	1
508	1
509	1
510	1
511	0
512	1
513	0
514	1
515	0
516	1
517	0
518	0
519	1
520	0
521	1
522	1
523	1
524	1
525	0
526	1
527	0
528	0
529	1
530	1
531	1
532	0
533	0
534	0
535	1
536	0
537	1
538	0
539	0
540	1
541	0
542	1
543	0
544	1
545	0
546	1
547	0
548	0
549	0
550	0
551	1
552	0
553	0
554	0
555	0
556	0
557	0
558	1
559	0
560	0
561	0
562	0
563	1
564	1
565	1
566	0
567	1
568	0
569	0
570	1
571	1
572	1
573	0
574	0
575	1
576	0
577	1
578	1
579	1
580	0
581	1
582	1
583	1
584	0
585	0
586	1
587	0
588	0
589	0
590	0
591	0
592	0
593	1
594	1
595	1
596	0
597	1
598	1
599	1
600	0
601	0
602	0
603	1
604	0
605	1
606	1
607	0
608	0
609	0
610	0
611	0
612	0
613	0
614	0
615	0
616	0
617	1
618	0
619	0
620	1
621	0
622	0
623	1
624	1
625	0
626	1
627	0
628	1
629	0
630	0
631	1
632	1
633	0
634	1
635	1
636	1
637	1
638	0
639	0
640	1
641	0
642	1
643	0
644	1
645	1
646	0
647	0
648	0
649	1
650	0
651	0
652	1
653	0
654	1
655	0
656	1
657	0
658	0
659	0
660	0
661	1
662	0
663	0
664	1
665	0
666	0
667	1
668	0
669	0
670	0
671	0
672	0
673	0
674	0
675	0
676	1
677	1
678	0
679	0
680	1
681	0
682	0
683	1
684	1
685	1
686	1
687	0
688	0
689	1
690	0
691	1
692	0
693	0
694	0
695	0
696	0
697	1
698	0
699	0
700	0
701	0
702	0
703	1
704	1
705	0
706	0
707	0
708	0
709	0
710	0
711	1
712	0
713	0
714	0
715	0
716	1
717	1
718	0
719	1
720	0
721	0
722	0
723	0
724	0
725	0
726	0
727	1
728	0
729	0
730	1
731	1
732	1
733	0
734	1
735	1
736	0
737	0
738	1
739	1
740	1
741	0
742	1
743	1
744	1
745	0
746	0
747	0
748	1
749	0
750	1
751	0
752	0
753	0
754	0
755	0
756	1
757	0
758	1
759	0
760	1
761	0
762	1
763	0
764	1
765	1
766	1
767	0
768	1
769	1
770	0
771	1
772	0
773	0
774	1
775	1
776	0
777	0
778	0
779	0
780	0
781	1
782	0
783	1
784	0
785	0
786	0
787	0
788	1
789	1
790	0
791	1
792	0
793	0
794	1
795	0
796	1
797	1
798	1
799	1
800	1
801	0
802	1
803	0
804	0
805	0
806	0
807	1
808	1
809	0
810	1
811	1
812	0
813	0
814	1
815	1
816	1
817	0
818	1
819	0
820	0
821	0
822	1
823	0
824	1
825	1
826	1
827	1
828	0
829	0
830	1
831	1
832	1
833	0
834	0
835	0
836	1
837	0
838	1
839	0
840	0
841	0
842	0
843	0
844	0
845	0
846	0
847	1
848	0
849	1
850	0
851	0
852	0
853	1
854	1
855	1
856	0
857	0
858	0
859	0
860	0
861	1
862	0
863	0
864	0
865	0
866	0
867	0
868	0
869	0
870	0
871	1
872	0
873	1
874	0
875	1
876	0
877	0
878	1
879	1
880	1
881	1
882	0
883	0
884	0
885	0
886	0
887	0
888	0
889	1
890	0
891	0
892	1
893	1
894	0
895	0
896	0
897	0
898	1
899	0
900	0
901	1
902	0
903	0
904	1
905	0
906	1
907	0
908	0
909	0
910	0
911	1
912	0
913	0
914	1
915	0
916	1
917	0
918	0
919	1
920	1
921	0
922	0
923	1
924	0
925	1
926	0
927	1
928	0
929	0
930	1
931	0
932	0
933	1
934	0
935	0
936	1
937	1
938	0
939	1
940	1
941	0
942	1
943	0
944	0
945	0
946	0
947	1
948	0
949	1
950	0
951	0
952	0
953	1
954	0
955	0
956	1
957	1
958	1
959	1
960	0
961	1
962	1
963	0
964	0
965	1
966	1
967	0
968	1
969	0
970	0
971	1
972	1
973	0
974	1
975	0
976	1
977	0
978	1
979	1
980	1
981	1
982	0
983	1
984	0
985	0
986	1
987	0
988	1
989	0
990	1
991	0
992	1
993	0
994	1
995	0
996	0
997	1
998	1
999	0
1000	0
1001	1
1002	0
1003	0
1004	1
1005	0
1006	1
1007	1
1008	0
1009	0
1010	0
1011	0
1012	1
1013	0
1014	0
1015	0
1016	1
1017	1
1018	1
1019	1
1020	1
1021	1
1022	1
1023	1
1024	1
1025	1
1026	0
1027	0
1028	1
1029	0
1030	1
1031	0
1032	1
1033	1
1034	0
1035	1
1036	0
1037	0
1038	0
1039	0
1040	0
1041	0
1042	0
1043	0
1044	0
1045	1
1046	0
1047	0
1048	0
1049	1
1050	0
1051	1
1052	1
1053	0
1054	0
1055	1
1056	0
1057	0
1058	1
1059	0
1060	0
1061	1
1062	0
1063	1
1064	0
1065	1
1066	0
1067	1
1068	0
1069	0
1070	1
1071	0
1072	1
1073	1
1074	0
1075	0
1076	0
1077	1
1078	0
1079	0
1080	1
1081	0
1082	1
1083	0
1084	0
1085	1
1086	1
1087	1
1088	0
1089	1
1090	1
1091	0
1092	1
1093	1
1094	0
1095	0
1096	0
1097	1
1098	0
1099	1
1100	1
1101	0
1102	0
1103	0
1104	1
1105	0
1106	1
1107	1
1108	1
1109	0
1110	1
1111	0
1112	1
1113	1
1114	0
1115	0
1116	0
1117	0
1118	0
1119	0
1120	0
1121	1
1122	1
1123	0
1124	0
1125	1
1126	1
1127	1
1128	0
1129	0
1130	1
1131	0
1132	1
1133	1
1134	0
1135	0
1136	1
1137	1
1138	1
1139	0
1140	1
1141	1
1142	1
1143	0
1144	0
1145	0
1146	0
1147	1
1148	0
1149	1
1150	0
1151	1
1152	0
1153	1
1154	0
1155	1
1156	0
1157	0
1158	0
1159	0
1160	1
1161	1
1162	0
1163	0
1164	0
1165	0
1166	0
1167	0
1168	1
1169	1
1170	1
1171	1
1172	1
1173	0
1174	0
1175	0
1176	0
1177	1
1178	1
1179	0
1180	1
1181	1
1182	1
1183	0
1184	1
1185	0
1186	0
1187	0
1188	1
1189	0
1190	1
1191	0
1192	1
1193	0
1194	0
1195	1
1196	0
1197	1
1198	0
1199	0
1200	1
1201	0
1202	1
1203	0
1204	0
1205	1
1206	0
1207	1
1208	0
1209	0
1210	0
1211	0
1212	0
1213	0
1214	1
1215	1
1216	0
1217	1
1218	0
1219	1
1220	0
1221	1
1222	1
1223	0
1224	1
1225	0
1226	0
1227	0
1228	0
1229	0
1230	1
1231	0
1232	1
1233	1
1234	0
1235	0
1236	1
1237	1
1238	1
1239	1
1240	1
1241	0
1242	0
1243	1
1244	0
1245	0
1246	0
1247	0
1248	0
1249	0
1250	0
1251	0
1252	1
1253	0
1254	1
1255	1
1256	1
1257	1
1258	1
1259	0
1260	1
1261	0
1262	0
1263	0
1264	1
1265	0
1266	0
1267	0
1268	1
1269	1
1270	0
1271	1
1272	1
1273	0
1274	0
1275	0
1276	1
1277	0
1278	0
1279	1
1280	0
1281	0
1282	0
1283	0
1284	1
1285	0
1286	0
1287	1
1288	0
1289	0
1290	0
1291	0
1292	0
1293	0
1294	1
1295	0
1296	0
1297	0
1298	1
1299	0
1300	0
1301	0
1302	0
1303	1
1304	1
1305	1
1306	0
1307	0
1308	0
1309	1
1310	0
1311	1
1312	1
1313	0
1314	1
1315	0
1316	0
1317	1
1318	1
1319	0
1320	1
1321	1
1322	0
1323	0
1324	0
1325	0
1326	0
1327	0
1328	1
1329	1
1330	1
1331	1
1332	1
1333	1
1334	0
1335	0
1336	0
1337	0
1338	0
1339	1
1340	0
1341	1
1342	1
1343	1
1344	1
1345	0
1346	0
1347	0
1348	0
1349	0
1350	0
1351	0
1352	0
1353	1
1354	0
1355	0
1356	0
1357	0
1358	0
1359	1
1360	1
1361	0
1362	1
1363	1
1364	1
1365	0
1366	0
1367	0
1368	0
1369	1
1370	0
1371	0
1372	1
1373	1
1374	1
1375	1
1376	0
1377	0
1378	0
1379	0
1380	1
1381	0
1382	0
1383	0
1384	0
1385	1
1386	0
1387	1
1388	0
1389	1
1390	0
1391	1
1392	1
1393	0
1394	0
1395	0
1396	0
1397	1
1398	1
1399	0
1400	0
1401	1
1402	1
1403	1
1404	0
1405	1
1406	1
1407	0
1408	1
1409	0
1410	0
1411	0
1412	1
1413	0
1414	1
1415	1
1416	1
1417	0
1418	0
1419	0
1420	0
1421	1
1422	0
1423	0
1424	0
1425	0
1426	0
1427	1
1428	1
1429	1
1430	1
1431	1
1432	0
1433	1
1434	1
1435	1
1436	0
1437	0
1438	1
1439	1
1440	0
1441	0
1442	0
1443	1
1444	0
1445	1
1446	1
1447	1
1448	0
1449	1
1450	1
1451	0
1452	0
1453	0
1454	1
1455	0
1456	0
1457	0
1458	1
1459	1
1460	0
1461	0
1462	0
1463	0
1464	0
1465	1
1466	1
1467	1
1468	1
1469	1
1470	1
1471	1
1472	1
1473	0
1474	1
1475	1
1476	0
1477	0
1478	0
1479	0
1480	1
1481	1
1482	1
1483	1
1484	0
1485	1
1486	1
1487	0
1488	0
1489	1
1490	0
1491	0
1492	0
1493	1
1494	1
1495	0
1496	0
1497	1
1498	0
1499	0
1500	1
1501	0
1502	0
1503	0
1504	0
1505	1
1506	1
1507	0
1508	0
1509	0
1510	1
1511	1
1512	0
1513	0
1514	0
1515	1
1516	0
1517	1
1518	1
1519	1
1520	1
1521	1
1522	0
1523	0
1524	0
1525	1
1526	0
1527	0
1528	0
1529	0
1530	1
1531	0
1532	1
1533	1
1534	0
1535	1
1536	1
1537	0
1538	0
1539	0
1540	1
1541	0
1542	0
1543	1
1544	1
1545	1
1546	0
1547	1
1548	0
1549	0
1550	0
1551	0
1552	0
1553	1
1554	0
1555	0
1556	1
1557	1
1558	0
1559	0
1560	1
1561	1
1562	0
1563	0
1564	1
1565	1
1566	0
1567	0
1568	0
1569	1
1570	0
1571	1
1572	1
1573	0
1574	0
1575	0
1576	0
1577	0
1578	0
1579	0
1580	0
1581	1
1582	0
1583	1
1584	1
1585	1
1586	0
1587	1
1588	1
1589	1
1590	0
1591	0
1592	1
1593	0
1594	1
1595	0
1596	1
1597	0
1598	1
1599	1
1600	0
1601	1
1602	0
1603	0
1604	1
1605	0
1606	1
1607	0
1608	1
1609	0
1610	1
1611	1
1612	0
1613	1
1614	1
1615	0
1616	0
1617	1
1618	0
1619	1
1620	0
1621	0
1622	1
1623	0
1624	0
1625	0
1626	0
1627	0
1628	1
1629	0
1630	1
1631	0
1632	0
1633	1
1634	1
1635	0
1636	0
1637	1
1638	0
1639	0
1640	1
1641	0
1642	1
1643	0
1644	1
1645	1
1646	1
1647	0
1648	0
1649	1
1650	0
1651	0
1652	1
1653	1
1654	0
1655	0
1656	0
1657	0
1658	1
1659	1
1660	0
1661	0
1662	1
1663	1
1664	1
1665	0
1666	1
1667	0
1668	1
1669	0
1670	0
1671	1
1672	0
1673	1
1674	0
1675	0
1676	0
1677	1
1678	0
1679	0
1680	1
1681	1
1682	1
1683	0
1684	0
1685	0
1686	1
1687	0
1688	1
1689	0
1690	0
1691	1
1692	1
1693	1
1694	0
1695	0
1696	0
1697	1
1698	1
1699	0
1700	0
1701	0
1702	0
1703	1
1704	1
1705	1
1706	1
1707	1
1708	0
1709	0
1710	0
1711	1
1712	0
1713	1
1714	1
1715	1
1716	0
1717	1
1718	0
1719	0
1720	1
1721	0
1722	0
1723	1
1724	1
1725	1
1726	0
1727	1
1728	1
1729	0
1730	0
1731	0
1732	0
1733	1
1734	1
1735	1
1736	0
1737	0
1738	0
1739	1
1740	0
1741	1
1742	1
1743	1
1744	1
1745	0
1746	1
1747	0
1748	0
1749	0
1750	1
1751	0
1752	0
1753	1
1754	1
1755	0
1756	1
1757	1
1758	1
1759	0
1760	1
1761	0
1762	1
1763	1
1764	0
1765	0
1766	1
1767	0
1768	0
1769	0
1770	0
1771	0
1772	0
1773	1
1774	1
1775	0
1776	1
1777	0
1778	1
1779	1
1780	1
1781	0
1782	0
1783	0
1784	0
1785	1
1786	0
1787	0
1788	1
1789	1
1790	1
1791	0
1792	0
1793	1
1794	1
1795	0
1796	1
1797	1
1798	1
1799	1
1800	0
1801	0
1802	1
1803	0
1804	0
1805	0
1806	1
1807	0
1808	1
1809	0
1810	0
1811	1
1812	0
1813	0
1814	0
1815	1
1816	0
1817	0
1818	1
1819	0
1820	0
1821	1
1822	1
1823	1
1824	0
1825	0
1826	1
1827	1
1828	0
1829	1
1830	0
1831	1
1832	1
1833	1
1834	0
1835	0
1836	0
1837	0
1838	1
1839	0
1840	0
1841	0
1842	1
1843	1
1844	0
1845	0
1846	0
1847	0
1848	0
1849	0
1850	0
1851	1
1852	1
1853	0
1854	0
1855	1
1856	0
1857	0
1858	1
1859	1
1860	0
1861	0
1862	0
1863	0
1864	0
1865	1
1866	0
1867	0
1868	1
1869	0
1870	1
1871	1
1872	0
1873	0
1874	0
1875	0
1876	0
1877	0
1878	1
1879	1
1880	1
1881	1
1882	1
1883	1
1884	0
1885	1
1886	1
1887	1
1888	1
1889	0
1890	1
1891	1
1892	0
1893	1
1894	0
1895	0
1896	0
1897	1
1898	0
1899	0
1900	1
1901	1
1902	0
1903	0
1904	0
1905	1
1906	1
1907	0
1908	0
1909	0
1910	0
1911	0
1912	0
1913	0
1914	0
1915	1
1916	1
1917	0
1918	1
1919	0
1920	1
1921	0
1922	1
1923	0
1924	0
1925	0
1926	0
1927	0
1928	0
1929	1
1930	1
1931	1
1932	1
1933	1
1934	0
1935	0
1936	1
1937	0
1938	1
1939	0
1940	0
1941	0
1942	0
1943	0
1944	0
1945	0
1946	1
1947	0
1948	0
1949	1
1950	0
1951	0
1952	0
1953	0
1954	1
1955	1
1956	1
1957	0
1958	1
1959	0
1960	0
1961	0
1962	0
1963	0
1964	1
1965	0
1966	1
1967	0
1968	1
1969	1
1970	1
1971	1
1972	0
1973	1
1974	0
1975	1
1976	1
1977	0
1978	0
1979	0
1980	0
1981	0
1982	1
1983	1
1984	1
1985	1
1986	0
1987	1
1988	1
1989	0
1990	0
1991	0
1992	0
1993	1
1994	0
1995	1
1996	0
1997	0
1998	0
1999	0
2000	1
2001	0
2002	1
2003	0
2004	0
2005	0
2006	0
2007	0
2008	1
2009	0
2010	0
2011	0
2012	0
2013	0
2014	1
2015	1
2016	0
2017	0
2018	0
2019	0
2020	0
2021	1
2022	1
2023	1
2024	1
2025	0
2026	1
2027	0
2028	0
2029	0
2030	1
2031	1
2032	0
2033	0
2034	0
2035	0
2036	0
2037	0
2038	1
2039	0
2040	1
2041	1
2042	0
2043	1
2044	0
2045	0
2046	1
2047	0
2048	1
2049	1
2050	1
2051	0
2052	0
2053	0
2054	1
2055	0
2056	1
2057	1
2058	0
2059	0
2060	1
2061	1
2062	0
2063	0
2064	0
2065	1
2066	0
2067	0
2068	0
2069	0
2070	0
2071	0
2072	1
2073	1
2074	0
2075	1
2076	0
2077	0
2078	1
2079	0
2080	0
2081	1
2082	0
2083	0
2084	0
2085	0
2086	0
2087	1
2088	1
2089	0
2090	1
2091	0
2092	0
2093	1
2094	0
2095	1
2096	0
2097	0
2098	0
2099	0
2100	0
2101	0
2102	0
2103	0
2104	0
2105	1
2106	1
2107	0
2108	1
2109	1
2110	0
2111	0
2112	1
2113	0
2114	1
2115	0
2116	1
2117	1
2118	1
2119	1
2120	1
2121	0
2122	0
2123	0
2124	0
2125	0
2126	0
2127	0
2128	0
2129	0
2130	1
2131	1
2132	1
2133	1
2134	1
2135	1
2136	1
2137	0
2138	0
2139	1
2140	1
2141	0
2142	0
2143	1
2144	0
2145	1
2146	1
2147	0
2148	0
2149	0
2150	1
2151	0
2152	1
2153	1
2154	1
2155	1
2156	1
2157	0
2158	0
2159	0
2160	1
2161	0
2162	0
2163	1
2164	0
2165	1
2166	0
2167	0
2168	1
2169	0
2170	0
2171	0
2172	1
2173	1
2174	1
2175	0
2176	1
2177	1
2178	0
2179	1
2180	0
2181	1
2182	1
2183	0
2184	1
2185	1
2186	0
2187	0
2188	1
2189	0
2190	1
2191	0
2192	1
2193	1
2194	0
2195	1
2196	1
2197	1
2198	1
2199	0
2200	1
2201	0
2202	1
2203	0
2204	0
2205	0
2206	1
2207	0
2208	0
2209	0
2210	1
2211	1
2212	0
2213	0
2214	1
2215	1
2216	0
2217	0
2218	1
2219	0
2220	0
2221	1
2222	0
2223	1
2224	1
2225	1
2226	1
2227	1
2228	1
2229	0
2230	0
2231	1
2232	0
2233	1
2234	1
2235	0
2236	1
2237	0
2238	0
2239	0
2240	1
2241	0
2242	0
2243	0
2244	1
2245	1
2246	0
2247	0
2248	0
2249	0
2250	0
2251	1
2252	1
2253	0
2254	0
2255	0
2256	1
2257	1
2258	0
2259	0
2260	1
2261	1
2262	1
2263	1
2264	1
2265	1
2266	0
2267	1
2268	1
2269	1
2270	0
2271	1
2272	1
2273	1
2274	0
2275	1
2276	0
2277	1
2278	1
2279	1
2280	0
2281	0
2282	1
2283	0
2284	0
2285	0
2286	1
2287	1
2288	0
2289	0
2290	1
2291	0
2292	1
2293	1
2294	0
2295	1
2296	0
2297	1
2298	1
2299	0
2300	0
2301	0
2302	0
2303	0
2304	0
2305	1
2306	0
2307	0
2308	0
2309	0
2310	0
2311	1
2312	0
2313	0
2314	0
2315	0
2316	1
2317	1
2318	0
2319	1
2320	1
2321	0
2322	0
2323	1
2324	1
2325	0
2326	0
2327	0
2328	1
2329	1
2330	0
2331	1
2332	0
2333	0
2334	0
2335	0
2336	1
2337	1
2338	0
2339	0
2340	0
2341	0
2342	0
2343	0
2344	0
2345	1
2346	0
2347	0
2348	0
2349	0
2350	1
2351	0
2352	1
2353	1
2354	0
2355	0
2356	1
2357	0
2358	1
2359	1
2360	1
2361	1
2362	1
2363	1
2364	0
2365	1
2366	0
2367	0
2368	1
2369	1
2370	0
2371	0
2372	1
2373	0
2374	1
2375	1
2376	1
2377	1
2378	1
2379	0
2380	0
2381	0
2382	0
2383	1
2384	1
2385	0
2386	0
2387	1
2388	0
2389	1
2390	0
2391	0
2392	0
2393	0
2394	1
2395	0
2396	0
2397	1
2398	0
2399	0
2400	1
2401	1
2402	1
2403	1
2404	0
2405	0
2406	0
2407	0
2408	1
2409	1
2410	0
2411	1
2412	1
2413	0
2414	0
2415	1
2416	1
2417	1
2418	1
2419	0
2420	1
2421	1
2422	0
2423	0
2424	1
2425	1
2426	0
2427	1
2428	1
2429	0
2430	1
2431	1
2432	1
2433	0
2434	0
2435	0
2436	1
2437	1
2438	1
2439	0
2440	0
2441	1
2442	0
2443	1
2444	0
2445	0
2446	0
2447	0
2448	1
2449	0
2450	0
2451	1
2452	1
2453	0
2454	1
2455	1
2456	0
2457	0
2458	1
2459	0
2460	0
2461	0
2462	1
2463	1
2464	0
2465	0
2466	0
2467	0
2468	0
2469	1
2470	0
2471	1
2472	0
2473	1
2474	1
2475	1
2476	1
2477	0
2478	1
2479	1
2480	0
2481	0
2482	1
2483	1
2484	0
2485	0
2486	1
2487	0
2488	0
2489	0
2490	0
2491	0
2492	1
2493	1
2494	0
2495	0
2496	0
2497	0
2498	1
2499	1
2500	1
2501	1
2502	0
2503	1
2504	0
2505	0
2506	0
2507	1
2508	0
2509	0
2510	0
2511	1
2512	1
2513	0
2514	0
2515	0
2516	0
2517	0
2518	1
2519	1
2520	0
2521	1
2522	0
2523	0
2524	1
2525	1
2526	1
2527	1
2528	0
2529	0
2530	0
2531	0
2532	1
2533	1
2534	1
2535	0
2536	1
2537	0
2538	0
2539	0
2540	0
2541	0
2542	0
2543	1
2544	1
2545	0
2546	1
2547	1
2548	1
2549	0
2550	1
2551	0
2552	0
2553	1
2554	0
2555	0
2556	1
2557	0
2558	0
2559	0
2560	0
2561	0
2562	1
2563	1
2564	1
2565	0
2566	1
2567	1
2568	1
2569	0
2570	0
2571	0
2572	0
2573	0
2574	0
2575	1
2576	0
2577	0
2578	1
2579	0
2580	0
2581	0
2582	1
2583	0
2584	0
2585	0
2586	0
2587	1
2588	1
2589	1
2590	0
2591	0
2592	0
2593	1
2594	0
2595	0
2596	1
2597	1
2598	1
2599	1
2600	1
2601	0
2602	1
2603	0
2604	0
2605	0
2606	1
2607	0
2608	1
2609	1
2610	1
2611	0
2612	1
2613	1
2614	0
2615	0
2616	0
2617	0
2618	1
2619	0
2620	0
2621	0
2622	0
2623	1
2624	1
2625	0
2626	0
2627	0
2628	0
2629	0
2630	0
2631	1
2632	1
2633	0
2634	0
2635	1
2636	0
2637	1
2638	1
2639	0
2640	1
2641	0
2642	0
2643	1
2644	1
2645	1
2646	0
2647	1
2648	0
2649	1
2650	0
2651	0
2652	1
2653	1
2654	0
2655	1
2656	1
2657	0
2658	1
2659	0
2660	1
2661	1
2662	0
2663	1
2664	1
2665	1
2666	0
2667	0
2668	1
2669	0
2670	1
2671	0
2672	1
2673	0
2674	1
2675	1
2676	1
2677	1
2678	0
2679	1
2680	1
2681	0
2682	1
2683	0
2684	0
2685	0
2686	0
2687	1
2688	1
2689	1
2690	0
2691	1
2692	0
2693	0
2694	1
2695	1
2696	1
2697	1
2698	1
2699	1
2700	0
2701	0
2702	1
2703	0
2704	0
2705	1
2706	0
2707	1
2708	0
2709	0
2710	0
2711	0
2712	0
2713	1
2714	0
2715	1
2716	0
2717	1
2718	1
2719	0
2720	1
2721	1
2722	0
2723	0
2724	0
2725	0
2726	1
2727	1
2728	0
2729	0
2730	0
2731	1
2732	0
2733	1
2734	1
2735	0
2736	1
2737	0
2738	0
2739	1
2740	0
2741	0
2742	0
2743	1
2744	1
2745	0
2746	1
2747	1
2748	0
2749	1
2750	0
2751	1
2752	1
2753	0
2754	1
2755	1
2756	0
2757	0
2758	1
2759	1
2760	0
2761	1
2762	1
2763	0
2764	1
2765	1
2766	0
2767	1
2768	0
2769	1
2770	0
2771	0
2772	0
2773	0
2774	1
2775	1
2776	1
2777	1
2778	0
2779	0
2780	0
2781	0
2782	0
2783	1
2784	0
2785	0
2786	0
2787	0
2788	0
2789	1
2790	1
2791	0
2792	1
2793	0
2794	0
2795	1
2796	1
2797	1
2798	1
2799	0
2800	0
2801	1
2802	1
2803	0
2804	0
2805	0
2806	0
2807	0
2808	1
2809	0
2810	0
2811	0
2812	0
2813	1
2814	0
2815	0
2816	0
2817	0
2818	1
2819	1
2820	0
2821	1
2822	1
2823	1
2824	0
2825	1
2826	0
2827	1
2828	0
2829	0
2830	1
2831	0
2832	0
2833	1
2834	0
2835	0
2836	1
2837	1
2838	1
2839	1
2840	0
2841	1
2842	1
2843	0
2844	1
2845	1
2846	1
2847	1
2848	1
2849	0
2850	1
2851	0
2852	0
2853	1
2854	1
2855	0
2856	0
2857	1
2858	1
2859	0
2860	0
2861	0
2862	1
2863	0
2864	0
2865	1
2866	0
2867	1
2868	0
2869	0
2870	0
2871	1
2872	1
2873	1
2874	0
2875	0
2876	0
2877	1
2878	1
2879	1
2880	1
2881	1
2882	0
2883	0
2884	1
2885	1
2886	0
2887	1
2888	0
2889	0
2890	1
2891	1
2892	1
2893	1
2894	1
2895	0
2896	0
2897	1
2898	1
2899	1
2900	0
2901	0
2902	0
2903	0
2904	0
2905	0
2906	1
2907	1
2908	0
2909	1
2910	1
2911	1
2912	1
2913	1
2914	0
2915	1
2916	1
2917	0
2918	0
2919	1
2920	1
2921	1
2922	1
2923	0
2924	1
2925	0
2926	0
2927	1
2928	0
2929	1
2930	1
2931	0
2932	0
2933	1
2934	0
2935	1
2936	0
2937	0
2938	1
2939	0
2940	1
2941	1
2942	1
2943	1
2944	1
2945	1
2946	0
2947	0
2948	0
2949	1
2950	0
2951	1
2952	1
2953	1
2954	1
2955	1
2956	1
2957	0
2958	1
2959	1
2960	0
2961	0
2962	0
2963	1
2964	0
2965	0
2966	1
2967	0
2968	1
2969	0
2970	0
2971	1
2972	1
2973	1
2974	0
2975	0
2976	1
2977	1
2978	1
2979	1
2980	0
2981	1
2982	1
2983	1
2984	1
2985	0
2986	1
2987	1
2988	0
2989	0
2990	0
2991	1
2992	1
2993	0
2994	1
2995	1
2996	0
2997	1
2998	0
