id	data set	lang	sentence1	sentence2	score	LLama3 zero-shot (Paraph)	LLama3 ICL_4 (Paraph)	LLama3-FT-EN	LLama3-FT-ALL	CLEAN-XLM-RoBERTa-EN	XLM-RoBERTa-EN-ALLTHREE-V2-3	XLM-RoBERTa-EN-ALLTHREE-V2-2	XLM-RoBERTa-EN-ALLTHREE-V2-1	XLM-RoBERTa-EN-ALLTHREE-V3-1	XLM-RoBERTa-EN-ALLTHREE-V3-2	XLM-RoBERTa-EN-ALLTHREE-V3-3	LLama3 zero-shot (Ex. Same Content)	LLama3 zero-shot (Sem Equiv)	XLM-RoBERTa-EN-ALLTHREE-V4-1	XLM-RoBERTa-EN-ALLTHREE-V4-2	XLM-RoBERTa-EN-ALLTHREE-V4-3	XLM-RoBERTa-EN-ORIG-V2-1	XLM-RoBERTa-EN-ORIG-V2-2	XLM-RoBERTa-EN-ORIG-V2-3	XLM-RoBERTa-EN-ORIG-V3-1	XLM-RoBERTa-EN-ORIG-V3-2	XLM-RoBERTa-EN-ORIG-V3-3	XLM-RoBERTa-EN-ORIG-V4-2	XLM-RoBERTa-EN-ORIG-V4-3	XLM-RoBERTa-EN-PARAPH-V2-1	XLM-RoBERTa-EN-PARAPH-V2-2	XLM-RoBERTa-EN-PARAPH-V2-3	XLM-RoBERTa-EN-PARAPH-V3-1	XLM-RoBERTa-EN-PARAPH-V3-2	XLM-RoBERTa-EN-PARAPH-V3-3	XLM-RoBERTa-EN-PARAPH-V4-1	XLM-RoBERTa-EN-PARAPH-V4-2	XLM-RoBERTa-EN-PARAPH-V4-3	XLM-RoBERTa-EN-SAMECONTENT-V2-2	XLM-RoBERTa-EN-SAMECONTENT-V2-3	XLM-RoBERTa-EN-SAMECONTENT-V3-1	XLM-RoBERTa-EN-SAMECONTENT-V3-2	XLM-RoBERTa-EN-SAMECONTENT-V3-3	XLM-RoBERTa-EN-SAMECONTENT-V4-1	XLM-RoBERTa-EN-SAMECONTENT-V4-2	XLM-RoBERTa-EN-SAMECONTENT-V4-3	XLM-RoBERTa-EN-EASYNEG-25-V2-1	XLM-RoBERTa-EN-EASYNEG-25-V2-2	XLM-RoBERTa-EN-EASYNEG-25-V2-3	XLM-RoBERTa-EN-EASYNEG-25-V3-1	XLM-RoBERTa-EN-EASYNEG-25-V3-2	XLM-RoBERTa-EN-EASYNEG-25-V3-3	XLM-RoBERTa-EN-EASYNEG-25-V4-1	XLM-RoBERTa-EN-EASYNEG-25-V4-2	XLM-RoBERTa-EN-EASYNEG-25-V4-3	XLM-RoBERTa-EN-EASYNEG-50-V2-1	XLM-RoBERTa-EN-EASYNEG-50-V2-2	XLM-RoBERTa-EN-EASYNEG-50-V2-3	XLM-RoBERTa-EN-EASYNEG-50-V3-1	XLM-RoBERTa-EN-EASYNEG-50-V3-2	XLM-RoBERTa-EN-EASYNEG-50-V3-3	XLM-RoBERTa-EN-EASYNEG-50-V4-1	XLM-RoBERTa-EN-EASYNEG-50-V4-2	XLM-RoBERTa-EN-EASYNEG-50-V4-3	XLM-RoBERTa-EN-EASYNEG-75-V2-1	XLM-RoBERTa-EN-EASYNEG-75-V2-2	XLM-RoBERTa-EN-EASYNEG-75-V2-3	XLM-RoBERTa-EN-EASYNEG-75-V3-1	XLM-RoBERTa-EN-EASYNEG-75-V3-2	XLM-RoBERTa-EN-EASYNEG-75-V3-3	XLM-RoBERTa-EN-EASYNEG-75-V4-1	XLM-RoBERTa-EN-EASYNEG-75-V4-2	XLM-RoBERTa-EN-EASYNEG-75-V4-3	XLM-RoBERTa-EN-SEMEQUIV-V2-1	XLM-RoBERTa-EN-SEMEQUIV-V2-2	XLM-RoBERTa-EN-SEMEQUIV-V2-3	XLM-RoBERTa-EN-SEMEQUIV-V3-1	XLM-RoBERTa-EN-SEMEQUIV-V3-2	XLM-RoBERTa-EN-SEMEQUIV-V3-3	XLM-RoBERTa-EN-SEMEQUIV-V4-1	XLM-RoBERTa-EN-SEMEQUIV-V4-2	XLM-RoBERTa-EN-SEMEQUIV-V4-3	LLama3 ICL_4 (Ex. Same Content)	LLama3 ICL_4 (Sem Equiv)
stanfordnlp/snli-2231	stanfordnlp/snli	en	A smiling woman and man are seated in front of a microphone in a music studio.	the woman is happy.	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	1	0	0	0	1	1	0	1	1	1	1	1	1	1	1	1	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0
stanfordnlp/snli-2232	stanfordnlp/snli	en	A biker wearing glass and a backpack rides near a fountain.	A biker is riding for a charity event through the center of town.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	1	1	0	1	1	1	1	0	0	0	1	0	1	1	1	0	0	1	1	1	0	0	0	1	0	0	0	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0
stanfordnlp/snli-2234-hard	stanfordnlp/snli	en	A biker wearing glass and a backpack rides near a fountain.	A biker rides next to the ocean.	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	1	1	1	0	1	1	1	1	0	0	0	1	0	1	1	1	0	1	1	1	0	0	0	1	0	1	1	0	1	0	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0
stanfordnlp/snli-2236	stanfordnlp/snli	en	A young gymnast looks back at the audience, trying to catch a glimpse of her proud parents before starting her performance.	A gymnast nervously scans a crowd for her parents before performing the routine that will reveal she hadn't been attending her lessons.	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	1	1	1	1	1	1	0	1	0	0	0	0
stanfordnlp/snli-2237-hard	stanfordnlp/snli	en	A young gymnast looks back at the audience, trying to catch a glimpse of her proud parents before starting her performance.	Luchadores force all other athletes off a competition field with their furious grappling.	-1	0	0	0	0	0	1	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	0
stanfordnlp/snli-2238	stanfordnlp/snli	en	A woman stands smiling while holding a stuffed cat.	A gal is holding a stuffed dog.	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	0	0	1	1	1	0	1	1	1	1	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	0	0	0
stanfordnlp/snli-2240-hard	stanfordnlp/snli	en	A woman stands smiling while holding a stuffed cat.	A female is posing for the camera.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	0	0	0	1	1	1	0	0	0	0	1	1	1	1	0	0
stanfordnlp/snli-2241	stanfordnlp/snli	en	A boy plays his trumpet during a performance with his band.	Nobody has a trumpet	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	1	1	0	1	1	0	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0
stanfordnlp/snli-2243	stanfordnlp/snli	en	A boy plays his trumpet during a performance with his band.	A great human with a big trumpet	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0
stanfordnlp/snli-2244	stanfordnlp/snli	en	A child with blond-hair looking out of a screen door.	A kid looks out of a window.	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	0
stanfordnlp/snli-2245-hard	stanfordnlp/snli	en	A child with blond-hair looking out of a screen door.	A child is being held by his mother at the mall.	-1	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	1	0	0	0	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	0	1	1	1	1	1	0	0	0	0	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	0	0
stanfordnlp/snli-2246	stanfordnlp/snli	en	A child with blond-hair looking out of a screen door.	A blond haired kid looks through his front door at the mailman.	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	0	0	1	0	1	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	0	1	1	0	0	1	0	0
stanfordnlp/snli-2247	stanfordnlp/snli	en	A fighter jet plane is landed outside Notre Dame cathedral at night.	The fighter plane is in Korea.	-1	0	0	0	0	0	1	1	1	1	1	1	0	0	1	1	1	0	0	0	0	0	0	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0
stanfordnlp/snli-2248	stanfordnlp/snli	en	A fighter jet plane is landed outside Notre Dame cathedral at night.	The fighter plane has no one inside of it.	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	0	1	0	0	0	0	0	1	0	0	1	1	1	1	0	1	0	1	1	1	1	0	1	1	1	1	1	1	1	0	0
stanfordnlp/snli-2250	stanfordnlp/snli	en	A couple about to kiss somewhere.	A couple are kissing on new years eve as the ball drops.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	1	0	0	1	1	1	1	1	0	0	0	0	0	0	0	1	1	1	0	1	0	1	1	1	0	0	1	0	1	1	1	1	1	1	1	1	1	0	1	0	0	0	1	1	1	0	0
stanfordnlp/snli-2251	stanfordnlp/snli	en	A couple about to kiss somewhere.	A couple is throwing food at passing cars.	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	1	1	0	1	0	0	0	1	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	1	1	1	0	1	1	1	1	1	1	1	0	0	0	1	1	1	0	0
stanfordnlp/snli-2253	stanfordnlp/snli	en	A ballerina standing on the toes of one food with one arm up in the air and one leg lifted behind her.	The ballerina is sleeping soundly.	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
stanfordnlp/snli-2254-hard	stanfordnlp/snli	en	A ballerina standing on the toes of one food with one arm up in the air and one leg lifted behind her.	The ballerina hates this.	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
stanfordnlp/snli-2256	stanfordnlp/snli	en	A man wearing a black cap is suspended in the air on a swing, as children are swinging on a swing set.	The man in the black hat is sitting on a park bench watching the kids swing.	-1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	1	1	1	0	1	0	1	1	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	1	0	1	1	1	0	0	0	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	0	0
stanfordnlp/snli-2257	stanfordnlp/snli	en	A man wearing a black cap is suspended in the air on a swing, as children are swinging on a swing set.	The man in the black hat is about to jump off the swing to impress the kids.	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	1	1	1	0	1	1	1	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0
stanfordnlp/snli-2259	stanfordnlp/snli	en	A man is painting a city scene on a canvas in the street.	A man is painting New York City.	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	1	1	1	0	0	1	1	1	1	1	1	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	0	1	1	0	0	0	0
stanfordnlp/snli-2261-hard	stanfordnlp/snli	en	A man is painting a city scene on a canvas in the street.	A man is painting some dolphins.	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1	1	1	0	1	1	1	1	0	0	1	1	0	0	0	0	0	0	1	1	1	0	1	1	0	0	0	0	0	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	0	1	1	1	1	0	0
stanfordnlp/snli-2263-hard	stanfordnlp/snli	en	A woman is sitting down doing some sort of craft work while another person operates a large wooden loom device in the background.	The woman is standing.	-1	0	0	0	0	0	1	1	1	1	1	0	0	0	1	1	1	0	1	0	0	0	0	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0
stanfordnlp/snli-2264	stanfordnlp/snli	en	A woman is sitting down doing some sort of craft work while another person operates a large wooden loom device in the background.	The woman sitting is asian.	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0
stanfordnlp/snli-2266-hard	stanfordnlp/snli	en	A train conductor in coveralls is standing in the door of the trail.	The conductor is walking in a field.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	1	1	1	1	0	1	0	0	1	1	1	1	0	0
stanfordnlp/snli-2267	stanfordnlp/snli	en	A train conductor in coveralls is standing in the door of the trail.	A man is wearing coveralls.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	0	1	0	1	0	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	0	1	1	1	1	0	0
stanfordnlp/snli-2269	stanfordnlp/snli	en	The dogs run a race at the track.	People are betting on dogs at a track.	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1	1	0	1	1	1	0	0	0	1	1	1	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	0	1	1	1	1	0	0
stanfordnlp/snli-2270	stanfordnlp/snli	en	The dogs run a race at the track.	Dogs are chasing bunnies in a field.	-1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	0	0
stanfordnlp/snli-2272	stanfordnlp/snli	en	Performer who is wearing 2 hats a scary mask and a black and white robe.	The actor playing Voldemort is wearing a scary mask and a black and white robe.	0	1	1	0	0	0	1	1	1	1	1	1	1	1	0	0	0	1	1	0	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	0	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	0
stanfordnlp/snli-2273	stanfordnlp/snli	en	Performer who is wearing 2 hats a scary mask and a black and white robe.	The performer is naked.	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
stanfordnlp/snli-2275-hard	stanfordnlp/snli	en	Four entertainers dressed in Roman style garb are performing at an outdoor theater.	Actors are on Broadway.	-1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	1	1	0	0	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	1	1	1	1	1	1	1	0	1	0	0	0	1	0	0
stanfordnlp/snli-2276	stanfordnlp/snli	en	Four entertainers dressed in Roman style garb are performing at an outdoor theater.	Professional actors are doing summer stock.	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0
stanfordnlp/snli-2277	stanfordnlp/snli	en	"A group of young adults with ""X"" on their hands, smiling."	The group of adults are crying hysterially.	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	0	0
stanfordnlp/snli-2279	stanfordnlp/snli	en	"A group of young adults with ""X"" on their hands, smiling."	They are all under 21 at a club.	0	0	0	0	0	1	1	1	1	1	1	1	0	0	1	1	1	0	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	0	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0
stanfordnlp/snli-2280	stanfordnlp/snli	en	A young white girl is standing on the street in front of a storefront, dressed up in red with a hoop decorated with card symbols.	The young white girl is sitting by the sidewalk.	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	1	0	0	0	0
stanfordnlp/snli-2282	stanfordnlp/snli	en	A young white girl is standing on the street in front of a storefront, dressed up in red with a hoop decorated with card symbols.	The young white girl is standing on a street while it's sunny outside.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
stanfordnlp/snli-2284-hard	stanfordnlp/snli	en	This off-roading driver has tipped his truck.	An off-roading truck was totalled.	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0
stanfordnlp/snli-2285	stanfordnlp/snli	en	This off-roading driver has tipped his truck.	A Ferrari goes through the drive-thru.	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0
stanfordnlp/snli-2287	stanfordnlp/snli	en	A man in a khaki jacket and ball cap walks down the street.	The man is walking to the supermarket.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	0	0	0	1	1	0	0	0	1	0	1	0	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0
stanfordnlp/snli-2288	stanfordnlp/snli	en	A man in a khaki jacket and ball cap walks down the street.	The man is running down the street.	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	1	0	1	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	0	0	0	1	1	1	0	0	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	0	0
stanfordnlp/snli-2290-hard	stanfordnlp/snli	en	"A speaking woman at a podium has the phrase ""Armenian Genocide"" written on it, flanked by priests and men in suits."	The woman is Armenian.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1	1	1	0	1	0	1	1	0	1	1	0	0
stanfordnlp/snli-2291	stanfordnlp/snli	en	"A speaking woman at a podium has the phrase ""Armenian Genocide"" written on it, flanked by priests and men in suits."	The men are naked.	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	1	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0
stanfordnlp/snli-2293	stanfordnlp/snli	en	People shopping for vegetables at an outdoor market.	People shopping for veggies at a nice market.	0	0	1	0	0	1	1	1	1	1	1	1	0	0	1	1	1	0	1	0	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0
stanfordnlp/snli-2294-hard	stanfordnlp/snli	en	People shopping for vegetables at an outdoor market.	People shopping for junk at a flea market.	-1	0	0	0	0	1	1	1	1	1	0	0	0	0	1	1	1	0	1	0	0	0	0	1	0	1	1	1	0	0	1	1	1	0	0	1	1	0	0	1	1	0	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0
stanfordnlp/snli-2295	stanfordnlp/snli	en	Four young children appear in this image wearing pants and shirts while they lounge in the room.	Four young boys wearing blue jeans and white shirts lounge in a living room.	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	1	0	0
stanfordnlp/snli-2297-hard	stanfordnlp/snli	en	Four young children appear in this image wearing pants and shirts while they lounge in the room.	Three middle aged men work at desks.	-1	0	0	0	0	0	1	1	1	1	1	0	0	0	1	1	1	0	0	0	1	1	1	1	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0	0	0	1	0	1	0	1	1	1	0	0	1	1	1	1	1	0	0	1	1	1	1	1	1	0	0	0	1	1	1	0	0
stanfordnlp/snli-2298	stanfordnlp/snli	en	Man in chair laughing and talking to others, while handling books.	Man takes library books back from customers.	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	1	1	0	1	0	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0
stanfordnlp/snli-2299	stanfordnlp/snli	en	Man in chair laughing and talking to others, while handling books.	Man sells books to crowd.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	1	1	0	0	0	0
stanfordnlp/snli-2301	stanfordnlp/snli	en	Motorcycle rider going over a bump.	Camel rider going over a bump.	-1	0	0	0	0	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0
stanfordnlp/snli-2302	stanfordnlp/snli	en	Motorcycle rider going over a bump.	Motorcycle rider going over a big bump.	0	1	0	0	0	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0
stanfordnlp/snli-2304	stanfordnlp/snli	en	Two bearded men sit side by side.	Three women are sitting on a blanket.	-1	0	0	0	0	0	1	1	1	0	0	0	0	0	1	1	1	0	1	0	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0
stanfordnlp/snli-2305	stanfordnlp/snli	en	Two bearded men sit side by side.	Two men are sitting together at a park.	0	0	0	0	0	0	1	1	1	1	1	0	0	0	1	1	1	0	1	0	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	0	1	0	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0
